,ExchangeSegment,ExchangeInstrumentID,InstrumentType,Name,Description,Series,NameWithSeries,InstrumentID,PriceBand_High,PriceBand_Low,FreezeQty,TickSize,LotSize,Multiplier,UnderlyingInstrumentId,UnderlyingIndexName,ContractExpiration,StrikePrice,OptionType,DisplayName,PriceNumerator,PriceDenominator,DetailedDescription
1460,BSEFO,824298,2,SENSEX,SENSEX2511480700PE,IO,SENSEX-IO,12501400824298,4854.6,569.6,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,80700,4,SENSEX 14JAN2025 PE 80700,1,1,SENSEX2511480700PE
1461,BSEFO,1159420,2,SENSEX,SENSEX27JUN78000PE,IO,SENSEX-IO,12718001159420,3782.85,3080.95,1000,0.05,20,1,-1,SENSEX,2027-06-29T00:00:00,78000,4,SENSEX 29JUN2027 PE 78000,1,1,SENSEX27JUN78000PE
1462,BSEFO,837856,2,SENSEX,SENSEX25MAR80500CE,IO,SENSEX-IO,12508400837856,3521.75,983.45,1000,0.05,20,1,-1,SENSEX,2025-03-25T00:00:00,80500,3,SENSEX 25MAR2025 CE 80500,1,1,SENSEX25MAR80500CE
1463,BSEFO,1163834,2,SENSEX,SENSEX25JAN79100CE,IO,SENSEX-IO,12502801163834,2635.05,161.85,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,79100,3,SENSEX 28JAN2025 CE 79100,1,1,SENSEX25JAN79100CE
1464,BSEFO,1159468,2,SENSEX,SENSEX25DEC78000PE,IO,SENSEX-IO,12536401159468,3817.7,2557,1000,0.05,20,1,-1,SENSEX,2025-12-30T00:00:00,78000,4,SENSEX 30DEC2025 PE 78000,1,1,SENSEX25DEC78000PE
1465,BSEFO,822168,2,SENSEX,SENSEX2510780300PE,IO,SENSEX-IO,12500700822168,4565.85,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,80300,4,SENSEX 07JAN2025 PE 80300,1,1,SENSEX2510780300PE
1466,BSEFO,823773,2,SENSEX50,SENSEX5025FEB26150CE,IO,SENSEX50-IO,12505600823773,433.2,0.05,1800,0.05,60,1,-1,SNSX50,2025-02-25T00:00:00,26150,3,SENSEX50 25FEB2025 CE 26150,1,1,SENSEX5025FEB26150CE
1467,BSEFO,822187,2,SENSEX,SENSEX2510778000CE,IO,SENSEX-IO,12500700822187,2433.9,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,78000,3,SENSEX 07JAN2025 CE 78000,1,1,SENSEX2510778000CE
1468,BSEFO,1168211,2,BANKEX,BANKEX25JAN53900CE,IO,BANKEX-IO,12502801168211,6059.1,2318.35,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,53900,3,BANKEX 28JAN2025 CE 53900,1,1,BANKEX25JAN53900CE
1469,BSEFO,841653,2,SENSEX50,SENSEX5025MAR24650PE,IO,SENSEX50-IO,12508400841653,658.45,108.25,1800,0.05,60,1,-1,SNSX50,2025-03-25T00:00:00,24650,4,SENSEX50 25MAR2025 PE 24650,1,1,SENSEX5025MAR24650PE
1470,BSEFO,842650,2,BANKEX,BANKEX25MAR58600CE,IO,BANKEX-IO,12508400842650,3199.8,1022.95,900,0.05,30,1,-1,BANKEX,2025-03-25T00:00:00,58600,3,BANKEX 25MAR2025 CE 58600,1,1,BANKEX25MAR58600CE
1471,BSEFO,1169841,2,SENSEX,SENSEX2510375600PE,IO,SENSEX-IO,12500301169841,53.6,0.1,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,75600,4,SENSEX 03JAN2025 PE 75600,1,1,SENSEX2510375600PE
1472,BSEFO,823194,2,BANKEX,BANKEX25FEB60200PE,IO,BANKEX-IO,12505600823194,3991,1454.7,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,60200,4,BANKEX 25FEB2025 PE 60200,1,1,BANKEX25FEB60200PE
1473,BSEFO,822688,2,BANKEX,BANKEX25FEB59900CE,IO,BANKEX-IO,12505600822688,1711.9,229.9,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,59900,3,BANKEX 25FEB2025 CE 59900,1,1,BANKEX25FEB59900CE
1474,BSEFO,1169354,2,SENSEX,SENSEX2510380700PE,IO,SENSEX-IO,12500301169354,5126.85,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,80700,4,SENSEX 03JAN2025 PE 80700,1,1,SENSEX2510380700PE
1475,BSEFO,825524,2,SENSEX,SENSEX2512185000PE,IO,SENSEX-IO,12502100825524,9129.95,3967.45,1000,0.05,20,1,-1,SENSEX,2025-01-21T00:00:00,85000,4,SENSEX 21JAN2025 PE 85000,1,1,SENSEX2512185000PE
1476,BSEFO,825377,2,SENSEX50,SENSEX5025FEB26900CE,IO,SENSEX50-IO,12505600825377,206.3,0.05,1800,0.05,60,1,-1,SNSX50,2025-02-25T00:00:00,26900,3,SENSEX50 25FEB2025 CE 26900,1,1,SENSEX5025FEB26900CE
1477,BSEFO,1168130,2,BANKEX,BANKEX25JAN53800PE,IO,BANKEX-IO,12502801168130,145.55,0.05,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,53800,4,BANKEX 28JAN2025 PE 53800,1,1,BANKEX25JAN53800PE
1478,BSEFO,839630,2,SENSEX,SENSEX2520478800CE,IO,SENSEX-IO,12503500839630,3128.55,386.3,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,78800,3,SENSEX 04FEB2025 CE 78800,1,1,SENSEX2520478800CE
1479,BSEFO,841802,2,SENSEX,SENSEX2521176800PE,IO,SENSEX-IO,12504200841802,1880.45,348.75,1000,0.05,20,1,-1,SENSEX,2025-02-11T00:00:00,76800,4,SENSEX 11FEB2025 PE 76800,1,1,SENSEX2521176800PE
1480,BSEFO,1165587,2,SENSEX,SENSEX25JAN84100PE,IO,SENSEX-IO,12502801165587,8122.95,3229.85,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,84100,4,SENSEX 28JAN2025 PE 84100,1,1,SENSEX25JAN84100PE
1481,BSEFO,841144,2,SENSEX50,SENSEX5025MAR25200PE,IO,SENSEX50-IO,12508400841144,983,251,1800,0.05,60,1,-1,SNSX50,2025-03-25T00:00:00,25200,4,SENSEX50 25MAR2025 PE 25200,1,1,SENSEX5025MAR25200PE
1482,BSEFO,824266,2,SENSEX,SENSEX2511479300PE,IO,SENSEX-IO,12501400824266,3388.95,66.75,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,79300,4,SENSEX 14JAN2025 PE 79300,1,1,SENSEX2511479300PE
1483,BSEFO,867184,2,SENSEX,SENSEX28JUN79000PE,IO,SENSEX-IO,12817900867184,3779.85,3242.85,1000,0.05,20,1,-1,SENSEX,2028-06-27T00:00:00,79000,4,SENSEX 27JUN2028 PE 79000,1,1,SENSEX28JUN79000PE
1484,BSEFO,823124,2,BANKEX,BANKEX25FEB62300CE,IO,BANKEX-IO,12505600823124,732.45,42.5,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,62300,3,BANKEX 25FEB2025 CE 62300,1,1,BANKEX25FEB62300CE
1485,BSEFO,1165233,2,BANKEX,BANKEX25JAN61400PE,IO,BANKEX-IO,12502801165233,5250.75,1812.65,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,61400,4,BANKEX 28JAN2025 PE 61400,1,1,BANKEX25JAN61400PE
1486,BSEFO,839448,2,SENSEX,SENSEX2520475700CE,IO,SENSEX-IO,12503500839448,5760.7,1521.7,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,75700,3,SENSEX 04FEB2025 CE 75700,1,1,SENSEX2520475700CE
1487,BSEFO,842667,2,BANKEX,BANKEX25MAR58000PE,IO,BANKEX-IO,12508400842667,2476.7,953.4,900,0.05,30,1,-1,BANKEX,2025-03-25T00:00:00,58000,4,BANKEX 25MAR2025 PE 58000,1,1,BANKEX25MAR58000PE
1488,BSEFO,1165808,2,SENSEX50,SENSEX5025JAN25000PE,IO,SENSEX50-IO,12502801165808,778.2,0.05,1800,0.05,25,1,-1,SNSX50,2025-01-28T00:00:00,25000,4,SENSEX50 28JAN2025 PE 25000,1,1,SENSEX5025JAN25000PE
1489,BSEFO,839107,2,SENSEX,SENSEX25MAR74700CE,IO,SENSEX-IO,12508400839107,7756.45,3423.45,1000,0.05,20,1,-1,SENSEX,2025-03-25T00:00:00,74700,3,SENSEX 25MAR2025 CE 74700,1,1,SENSEX25MAR74700CE
1490,BSEFO,824815,2,BANKEX,BANKEX25JAN63900PE,IO,BANKEX-IO,12502800824815,7781.05,3953.15,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,63900,4,BANKEX 28JAN2025 PE 63900,1,1,BANKEX25JAN63900PE
1491,BSEFO,823898,2,SENSEX50,SENSEX5025FEB25850CE,IO,SENSEX50-IO,12505600823898,564.45,0.05,1800,0.05,60,1,-1,SNSX50,2025-02-25T00:00:00,25850,3,SENSEX50 25FEB2025 CE 25850,1,1,SENSEX5025FEB25850CE
1492,BSEFO,824017,2,SENSEX,SENSEX25FEB76200PE,IO,SENSEX-IO,12505600824017,1763.95,439.15,1000,0.05,20,1,-1,SENSEX,2025-02-25T00:00:00,76200,4,SENSEX 25FEB2025 PE 76200,1,1,SENSEX25FEB76200PE
1493,BSEFO,823167,2,BANKEX,BANKEX25FEB62900CE,IO,BANKEX-IO,12505600823167,573.1,25.8,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,62900,3,BANKEX 25FEB2025 CE 62900,1,1,BANKEX25FEB62900CE
1494,BSEFO,838037,2,SENSEX,SENSEX25MAR77200CE,IO,SENSEX-IO,12508400838037,5742,2105.2,1000,0.05,20,1,-1,SENSEX,2025-03-25T00:00:00,77200,3,SENSEX 25MAR2025 CE 77200,1,1,SENSEX25MAR77200CE
1495,BSEFO,838303,2,BANKEX,BANKEX25FEB54900CE,IO,BANKEX-IO,12505600838303,5488.85,2139.4,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,54900,3,BANKEX 25FEB2025 CE 54900,1,1,BANKEX25FEB54900CE
1496,BSEFO,822309,2,SENSEX,SENSEX2510781600CE,IO,SENSEX-IO,12500700822309,174.95,2.15,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,81600,3,SENSEX 07JAN2025 CE 81600,1,1,SENSEX2510781600CE
1497,BSEFO,840943,2,SENSEX50,SENSEX5025MAR24700PE,IO,SENSEX50-IO,12508400840943,684.7,118.6,1800,0.05,60,1,-1,SNSX50,2025-03-25T00:00:00,24700,4,SENSEX50 25MAR2025 PE 24700,1,1,SENSEX5025MAR24700PE
1498,BSEFO,836211,2,SENSEX,SENSEX2511486000CE,IO,SENSEX-IO,12501400836211,13.9,4,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,86000,3,SENSEX 14JAN2025 CE 86000,1,1,SENSEX2511486000CE
1499,BSEFO,840130,2,SENSEX,SENSEX2520482200CE,IO,SENSEX-IO,12503500840130,1168.5,45,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,82200,3,SENSEX 04FEB2025 CE 82200,1,1,SENSEX2520482200CE
1500,BSEFO,841958,2,SENSEX,SENSEX2521177800CE,IO,SENSEX-IO,12504200841958,4137.1,839.9,1000,0.05,20,1,-1,SENSEX,2025-02-11T00:00:00,77800,3,SENSEX 11FEB2025 CE 77800,1,1,SENSEX2521177800CE
1501,BSEFO,1169654,2,SENSEX,SENSEX2510377600CE,IO,SENSEX-IO,12500301169654,2857.6,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,77600,3,SENSEX 03JAN2025 CE 77600,1,1,SENSEX2510377600CE
1502,BSEFO,1169845,2,SENSEX,SENSEX2510377900PE,IO,SENSEX-IO,12500301169845,1392.4,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,77900,4,SENSEX 03JAN2025 PE 77900,1,1,SENSEX2510377900PE
1503,BSEFO,822259,2,SENSEX,SENSEX2510383100PE,IO,SENSEX-IO,12500300822259,7555.3,2274.5,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,83100,4,SENSEX 03JAN2025 PE 83100,1,1,SENSEX2510383100PE
1504,BSEFO,846294,2,SENSEX,SENSEX28DEC83000PE,IO,SENSEX-IO,12836100846294,4657.75,4061.75,1000,0.05,20,1,-1,SENSEX,2028-12-26T00:00:00,83000,4,SENSEX 26DEC2028 PE 83000,1,1,SENSEX28DEC83000PE
1505,BSEFO,837936,2,SENSEX,SENSEX25MAR80400CE,IO,SENSEX-IO,12508400837936,3580.35,1008.25,1000,0.05,20,1,-1,SENSEX,2025-03-25T00:00:00,80400,3,SENSEX 25MAR2025 CE 80400,1,1,SENSEX25MAR80400CE
1506,BSEFO,822365,2,SENSEX,SENSEX2510776100CE,IO,SENSEX-IO,12500700822365,4765.6,14.2,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,76100,3,SENSEX 07JAN2025 CE 76100,1,1,SENSEX2510776100CE
1507,BSEFO,842061,2,SENSEX,SENSEX2521176400CE,IO,SENSEX-IO,12504200842061,5310.65,1393.75,1000,0.05,20,1,-1,SENSEX,2025-02-11T00:00:00,76400,3,SENSEX 11FEB2025 CE 76400,1,1,SENSEX2521176400CE
1508,BSEFO,822487,2,SENSEX,SENSEX2510778300PE,IO,SENSEX-IO,12500700822487,2252.05,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,78300,4,SENSEX 07JAN2025 PE 78300,1,1,SENSEX2510778300PE
1509,BSEFO,837866,2,SENSEX,SENSEX25MAR76200CE,IO,SENSEX-IO,12508400837866,6519,2581.9,1000,0.05,20,1,-1,SENSEX,2025-03-25T00:00:00,76200,3,SENSEX 25MAR2025 CE 76200,1,1,SENSEX25MAR76200CE
1510,BSEFO,825085,2,BANKEX,BANKEX25JAN64400PE,IO,BANKEX-IO,12502800825085,8282.25,4427.9,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,64400,4,BANKEX 28JAN2025 PE 64400,1,1,BANKEX25JAN64400PE
1511,BSEFO,838103,2,SENSEX,SENSEX25MAR81100PE,IO,SENSEX-IO,12508400838103,5152.25,2208.6,1000,0.05,20,1,-1,SENSEX,2025-03-25T00:00:00,81100,4,SENSEX 25MAR2025 PE 81100,1,1,SENSEX25MAR81100PE
1512,BSEFO,842191,2,BANKEX,BANKEX25MAR61200CE,IO,BANKEX-IO,12508400842191,1761.95,439.15,900,0.05,30,1,-1,BANKEX,2025-03-25T00:00:00,61200,3,BANKEX 25MAR2025 CE 61200,1,1,BANKEX25MAR61200CE
1513,BSEFO,823800,2,SENSEX50,SENSEX5025FEB25850PE,IO,SENSEX50-IO,12505600823800,1500.4,435.7,1800,0.05,60,1,-1,SNSX50,2025-02-25T00:00:00,25850,4,SENSEX50 25FEB2025 PE 25850,1,1,SENSEX5025FEB25850PE
1514,BSEFO,1164968,2,SENSEX,SENSEX25JAN82900PE,IO,SENSEX-IO,12502801164968,6924.45,2326.95,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,82900,4,SENSEX 28JAN2025 PE 82900,1,1,SENSEX25JAN82900PE
1515,BSEFO,823080,2,BANKEX,BANKEX25FEB58400PE,IO,BANKEX-IO,12505600823080,2545.55,742.15,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,58400,4,BANKEX 25FEB2025 PE 58400,1,1,BANKEX25FEB58400PE
1516,BSEFO,1169612,2,SENSEX,SENSEX2510374600PE,IO,SENSEX-IO,12500301169612,11.8,5.8,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,74600,4,SENSEX 03JAN2025 PE 74600,1,1,SENSEX2510374600PE
1517,BSEFO,838359,2,SENSEX,SENSEX25MAR75800PE,IO,SENSEX-IO,12508400838359,1883.15,651.85,1000,0.05,20,1,-1,SENSEX,2025-03-25T00:00:00,75800,4,SENSEX 25MAR2025 PE 75800,1,1,SENSEX25MAR75800PE
1518,BSEFO,838724,2,SENSEX,SENSEX2511474000CE,IO,SENSEX-IO,12501400838724,7018.55,1904.05,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,74000,3,SENSEX 14JAN2025 CE 74000,1,1,SENSEX2511474000CE
1519,BSEFO,1165481,2,BANKEX,BANKEX25JAN63300PE,IO,BANKEX-IO,12502801165481,7177.6,3397.4,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,63300,4,BANKEX 28JAN2025 PE 63300,1,1,BANKEX25JAN63300PE
1520,BSEFO,838278,2,SENSEX,SENSEX2511475700CE,IO,SENSEX-IO,12501400838278,5282.6,672.75,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,75700,3,SENSEX 14JAN2025 CE 75700,1,1,SENSEX2511475700CE
1521,BSEFO,839861,2,SENSEX,SENSEX2520474000PE,IO,SENSEX-IO,12503500839861,580.7,74.8,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,74000,4,SENSEX 04FEB2025 PE 74000,1,1,SENSEX2520474000PE
1522,BSEFO,825629,2,SENSEX,SENSEX2512183400CE,IO,SENSEX-IO,12502100825629,334.9,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-21T00:00:00,83400,3,SENSEX 21JAN2025 CE 83400,1,1,SENSEX2512183400CE
1523,BSEFO,823775,2,SENSEX50,SENSEX5025FEB24300CE,IO,SENSEX50-IO,12505600823775,1653.5,413.8,1800,0.05,60,1,-1,SNSX50,2025-02-25T00:00:00,24300,3,SENSEX50 25FEB2025 CE 24300,1,1,SENSEX5025FEB24300CE
1524,BSEFO,1168795,2,SENSEX,SENSEX2510380200CE,IO,SENSEX-IO,12500301168795,159.6,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,80200,3,SENSEX 03JAN2025 CE 80200,1,1,SENSEX2510380200CE
1525,BSEFO,841853,2,SENSEX,SENSEX2521176300PE,IO,SENSEX-IO,12504200841853,1610,286.65,1000,0.05,20,1,-1,SENSEX,2025-02-11T00:00:00,76300,4,SENSEX 11FEB2025 PE 76300,1,1,SENSEX2521176300PE
1526,BSEFO,822910,2,BANKEX,BANKEX25FEB56500PE,IO,BANKEX-IO,12505600822910,1362.65,316.05,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,56500,4,BANKEX 25FEB2025 PE 56500,1,1,BANKEX25FEB56500PE
1527,BSEFO,824141,2,SENSEX,SENSEX25FEB80300CE,IO,SENSEX-IO,12505600824141,2842.4,531.8,1000,0.05,20,1,-1,SENSEX,2025-02-25T00:00:00,80300,3,SENSEX 25FEB2025 CE 80300,1,1,SENSEX25FEB80300CE
1528,BSEFO,825313,2,SENSEX,SENSEX2511485200CE,IO,SENSEX-IO,12501400825313,30.25,5.7,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,85200,3,SENSEX 14JAN2025 CE 85200,1,1,SENSEX2511485200CE
1529,BSEFO,822449,2,SENSEX,SENSEX2510782600CE,IO,SENSEX-IO,12500700822449,56.35,11.6,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,82600,3,SENSEX 07JAN2025 CE 82600,1,1,SENSEX2510782600CE
1530,BSEFO,1169471,2,SENSEX,SENSEX2510377700PE,IO,SENSEX-IO,12500301169471,1156.65,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,77700,4,SENSEX 03JAN2025 PE 77700,1,1,SENSEX2510377700PE
1531,BSEFO,824695,2,SENSEX,SENSEX25FEB84500CE,IO,SENSEX-IO,12505600824695,997.35,112.25,1000,0.05,20,1,-1,SENSEX,2025-02-25T00:00:00,84500,3,SENSEX 25FEB2025 CE 84500,1,1,SENSEX25FEB84500CE
1532,BSEFO,1166553,2,BANKEX,BANKEX25JAN54300CE,IO,BANKEX-IO,12502801166553,5659.75,1985.05,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,54300,3,BANKEX 28JAN2025 CE 54300,1,1,BANKEX25JAN54300CE
1533,BSEFO,1165161,2,SENSEX,SENSEX25JAN83500CE,IO,SENSEX-IO,12502801165161,519.25,0.05,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,83500,3,SENSEX 28JAN2025 CE 83500,1,1,SENSEX25JAN83500CE
1534,BSEFO,838952,2,SENSEX,SENSEX2520474100PE,IO,SENSEX-IO,12503500838952,608.35,77.75,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,74100,4,SENSEX 04FEB2025 PE 74100,1,1,SENSEX2520474100PE
1535,BSEFO,838958,2,SENSEX,SENSEX2520478800PE,IO,SENSEX-IO,12503500838958,3135.9,597.25,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,78800,4,SENSEX 04FEB2025 PE 78800,1,1,SENSEX2520478800PE
1536,BSEFO,838084,2,SENSEX,SENSEX25MAR79500CE,IO,SENSEX-IO,12508400838084,4133.25,1255.35,1000,0.05,20,1,-1,SENSEX,2025-03-25T00:00:00,79500,3,SENSEX 25MAR2025 CE 79500,1,1,SENSEX25MAR79500CE
1537,BSEFO,822378,2,SENSEX,SENSEX2510775600CE,IO,SENSEX-IO,12500700822378,5303.1,326.65,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,75600,3,SENSEX 07JAN2025 CE 75600,1,1,SENSEX2510775600CE
1538,BSEFO,824553,2,SENSEX,SENSEX2511484100PE,IO,SENSEX-IO,12501400824553,8343.25,3137.85,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,84100,4,SENSEX 14JAN2025 PE 84100,1,1,SENSEX2511484100PE
1539,BSEFO,825726,2,SENSEX,SENSEX2512180300PE,IO,SENSEX-IO,12502100825726,4392.15,673.05,1000,0.05,20,1,-1,SENSEX,2025-01-21T00:00:00,80300,4,SENSEX 21JAN2025 PE 80300,1,1,SENSEX2512180300PE
1540,BSEFO,838395,2,SENSEX,SENSEX2511475200CE,IO,SENSEX-IO,12501400838395,5799.1,985.55,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,75200,3,SENSEX 14JAN2025 CE 75200,1,1,SENSEX2511475200CE
1541,BSEFO,825498,2,SENSEX,SENSEX2512178900CE,IO,SENSEX-IO,12502100825498,2479.55,12.45,1000,0.05,20,1,-1,SENSEX,2025-01-21T00:00:00,78900,3,SENSEX 21JAN2025 CE 78900,1,1,SENSEX2512178900CE
1542,BSEFO,823223,2,SENSEX,SENSEX2510383400PE,IO,SENSEX-IO,12500300823223,7855.15,2574.25,1000,0.05,10,1,-1,SENSEX,2025-01-03T00:00:00,83400,4,SENSEX 03JAN2025 PE 83400,1,1,SENSEX2510383400PE
1543,BSEFO,839180,2,SENSEX,SENSEX2520474000CE,IO,SENSEX-IO,12503500839180,7372.4,2597.5,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,74000,3,SENSEX 04FEB2025 CE 74000,1,1,SENSEX2520474000CE
1544,BSEFO,887156,2,SENSEX,SENSEX28JUN76000PE,IO,SENSEX-IO,12817900887156,3040.6,2614.5,1000,0.05,20,1,-1,SENSEX,2028-06-27T00:00:00,76000,4,SENSEX 27JUN2028 PE 76000,1,1,SENSEX28JUN76000PE
1545,BSEFO,841951,2,SENSEX,SENSEX2521181900PE,IO,SENSEX-IO,12504200841951,5849.4,1979.9,1000,0.05,20,1,-1,SENSEX,2025-02-11T00:00:00,81900,4,SENSEX 11FEB2025 PE 81900,1,1,SENSEX2521181900PE
1546,BSEFO,1163909,2,SENSEX,SENSEX25JAN77400PE,IO,SENSEX-IO,12502801163909,2003.35,196.35,1000,0.05,10,1,-1,SENSEX,2025-01-28T00:00:00,77400,4,SENSEX 28JAN2025 PE 77400,1,1,SENSEX25JAN77400PE
1547,BSEFO,842234,2,BANKEX,BANKEX25MAR61400CE,IO,BANKEX-IO,12508400842234,1673.35,410.15,900,0.05,30,1,-1,BANKEX,2025-03-25T00:00:00,61400,3,BANKEX 25MAR2025 CE 61400,1,1,BANKEX25MAR61400CE
1548,BSEFO,842673,2,BANKEX,BANKEX25MAR58900PE,IO,BANKEX-IO,12508400842673,3069.6,1242,900,0.05,30,1,-1,BANKEX,2025-03-25T00:00:00,58900,4,BANKEX 25MAR2025 PE 58900,1,1,BANKEX25MAR58900PE
1549,BSEFO,838550,2,SENSEX,SENSEX25FEB75700CE,IO,SENSEX-IO,12505600838550,6273.1,2148.2,1000,0.05,20,1,-1,SENSEX,2025-02-25T00:00:00,75700,3,SENSEX 25FEB2025 CE 75700,1,1,SENSEX25FEB75700CE
1550,BSEFO,841581,2,SENSEX50,SENSEX5025MAR25300PE,IO,SENSEX50-IO,12508400841581,1050.2,284.2,1800,0.05,60,1,-1,SNSX50,2025-03-25T00:00:00,25300,4,SENSEX50 25MAR2025 PE 25300,1,1,SENSEX5025MAR25300PE
1551,BSEFO,842233,2,SENSEX,SENSEX2521174200CE,IO,SENSEX-IO,12504200842233,7319.9,2665,1000,0.05,20,1,-1,SENSEX,2025-02-11T00:00:00,74200,3,SENSEX 11FEB2025 CE 74200,1,1,SENSEX2521174200CE
1552,BSEFO,840472,2,SENSEX50,SENSEX5025MAR24600PE,IO,SENSEX50-IO,12508400840472,632.75,98.45,1800,0.05,60,1,-1,SNSX50,2025-03-25T00:00:00,24600,4,SENSEX50 25MAR2025 PE 24600,1,1,SENSEX5025MAR24600PE
1553,BSEFO,835979,2,SENSEX,SENSEX25FEB86000PE,IO,SENSEX-IO,12505600835979,9634.35,4919.15,1000,0.05,20,1,-1,SENSEX,2025-02-25T00:00:00,86000,4,SENSEX 25FEB2025 PE 86000,1,1,SENSEX25FEB86000PE
1554,BSEFO,838863,2,SENSEX,SENSEX2511475100PE,IO,SENSEX-IO,12501400838863,419.3,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-14T00:00:00,75100,4,SENSEX 14JAN2025 PE 75100,1,1,SENSEX2511475100PE
1555,BSEFO,1165471,2,BANKEX,BANKEX25JAN63000CE,IO,BANKEX-IO,12502801165471,133.95,0.05,900,0.05,15,1,-1,BANKEX,2025-01-28T00:00:00,63000,3,BANKEX 28JAN2025 CE 63000,1,1,BANKEX25JAN63000CE
1556,BSEFO,822113,2,SENSEX,SENSEX2510777600PE,IO,SENSEX-IO,12500700822113,1526.55,0.05,1000,0.05,20,1,-1,SENSEX,2025-01-07T00:00:00,77600,4,SENSEX 07JAN2025 PE 77600,1,1,SENSEX2510777600PE
1557,BSEFO,839420,2,SENSEX,SENSEX2520479100PE,IO,SENSEX-IO,12503500839420,3375.1,676.3,1000,0.05,20,1,-1,SENSEX,2025-02-04T00:00:00,79100,4,SENSEX 04FEB2025 PE 79100,1,1,SENSEX2520479100PE
1558,BSEFO,823273,2,BANKEX,BANKEX25FEB59700CE,IO,BANKEX-IO,12505600823273,1820.45,259.25,900,0.05,30,1,-1,BANKEX,2025-02-25T00:00:00,59700,3,BANKEX 25FEB2025 CE 59700,1,1,BANKEX25FEB59700CE
1559,BSEFO,824272,2,SENSEX,SENSEX25FEB81300CE,IO,SENSEX-IO,12505600824272,2282.95,371.05,1000,0.05,20,1,-1,SENSEX,2025-02-25T00:00:00,81300,3,SENSEX 25FEB2025 CE 81300,1,1,SENSEX25FEB81300CE
1560,BSEFO,841976,2,SENSEX,SENSEX2521177100CE,IO,SENSEX-IO,12504200841976,4710.45,1092.45,1000,0.05,20,1,-1,SENSEX,2025-02-11T00:00:00,77100,3,SENSEX 11FEB2025 CE 77100,1,1,SENSEX2521177100CE
1561,BSEFO,840952,2,SENSEX50,SENSEX5025MAR25400CE,IO,SENSEX50-IO,12508400840952,1023.65,143.35,1800,0.05,60,1,-1,SNSX50,2025-03-25T00:00:00,25400,3,SENSEX50 25MAR2025 CE 25400,1,1,SENSEX5025MAR25400CE
